benchmark-name,benchmark-type,server-node,client-node,socket-buffer-size,mtu,bandwidth,client-ram,client-cpu,server-ram,server-cpu,transport-protocol,loss,delay
12-native-mtu1450,idle,l26-node03,l26-node02,2M,1450,0,677,1.88,724,2.16,idle,0,50
12-native-mtu1450,idle,l26-node03,l26-node02,2M,1450,0,677,1.91,723,2.16,idle,0,50
12-native-mtu1450,idle,l26-node03,l26-node02,2M,1450,0,682,1.97,726,2.03,idle,0,50
12-native-mtu1450,idle,l26-node03,l26-node02,2M,1450,0,675,1.92,725,1.91,idle,0,50
12-native-mtu1450,idle,l26-node03,l26-node02,2M,1450,0,674,1.9,726,2.34,idle,0,50
12-native-mtu1450,idle,l26-node03,l26-node02,2M,1450,0,677,2.1,725,1.97,idle,0,50
12-native-mtu1450,idle,l26-node03,l26-node02,2M,1450,0,675,1.93,728,1.99,idle,0,50
12-native-mtu1450,idle,l26-node03,l26-node02,2M,1450,0,675,2.02,724,2.02,idle,0,50
12-native-mtu1450,idle,l26-node03,l26-node02,2M,1450,0,675,1.88,728,2.07,idle,0,50
12-native-mtu1450,idle,l26-node03,l26-node02,2M,1450,0,678,2.13,726,1.97,idle,0,50
12-native-mtu1450,pod2pod,l26-node03,l26-node02,2M,1450,44.2,673,12.24,710,3.26,udp,0,250
12-native-mtu1450,pod2pod,l26-node03,l26-node02,2M,1450,44.2,675,12.35,713,3.21,udp,0,250
12-native-mtu1450,pod2pod,l26-node03,l26-node02,2M,1450,44.1,674,12.17,711,3.49,udp,0,250
12-native-mtu1450,pod2pod,l26-node03,l26-node02,2M,1450,44.2,676,12.31,709,3.27,udp,0,250
12-native-mtu1450,pod2pod,l26-node03,l26-node02,2M,1450,44.2,673,12.33,708,3.12,udp,0,250
12-native-mtu1450,pod2pod,l26-node03,l26-node02,2M,1450,44.1,676,12.02,710,3.12,udp,0,250
12-native-mtu1450,pod2pod,l26-node03,l26-node02,2M,1450,44.1,674,12.46,710,3.25,udp,0,250
12-native-mtu1450,pod2pod,l26-node03,l26-node02,2M,1450,44.2,679,12.16,715,3.36,udp,0,250
12-native-mtu1450,pod2pod,l26-node03,l26-node02,2M,1450,44.2,678,12.26,711,3.26,udp,0,250
12-native-mtu1450,pod2pod,l26-node03,l26-node02,2M,1450,44.2,676,12.22,713,3.3,udp,0,250
