benchmark-name,benchmark-type,server-node,client-node,socket-buffer-size,mtu,bandwidth,client-ram,client-cpu,server-ram,server-cpu,transport-protocol,loss,delay
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,-1,-1,0.0,1129,7.06,udp,0,250
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,37.2,1135,40.13,1127,7.19,udp,0,250
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,-1,1154,39.85,1162,7.55,udp,0,250
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,-1,-1,0.0,1124,7.45,udp,0,250
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,37.2,1166,39.99,1131,7.35,udp,0,250
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,36.6,1126,40.66,1121,7.01,udp,0,250
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,37.2,1172,40.49,1129,7.36,udp,0,250
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,-1,-1,0.0,1127,7.35,udp,0,250
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,37.2,1140,39.42,1126,7.1,udp,0,250
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,37.3,1139,39.94,1125,7.2,udp,0,250
21-headscale-direct,idle,l26-node03,l26-node02,2M,1230,0,776,1.78,836,2.24,idle,0,250
21-headscale-direct,idle,l26-node03,l26-node02,2M,1230,0,776,1.71,834,2.27,idle,0,250
21-headscale-direct,idle,l26-node03,l26-node02,2M,1230,0,776,1.88,839,2.25,idle,0,250
21-headscale-direct,idle,l26-node03,l26-node02,2M,1230,0,776,1.98,836,2.27,idle,0,250
21-headscale-direct,idle,l26-node03,l26-node02,2M,1230,0,775,1.91,840,2.39,idle,0,250
21-headscale-direct,idle,l26-node03,l26-node02,2M,1230,0,777,1.83,845,2.3,idle,0,250
21-headscale-direct,idle,l26-node03,l26-node02,2M,1230,0,777,2.02,839,2.21,idle,0,250
21-headscale-direct,idle,l26-node03,l26-node02,2M,1230,0,772,2.13,839,2.36,idle,0,250
21-headscale-direct,idle,l26-node03,l26-node02,2M,1230,0,784,1.94,839,2.28,idle,0,250
21-headscale-direct,idle,l26-node03,l26-node02,2M,1230,0,776,1.78,839,2.38,idle,0,250
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,311,1068,41.48,1376,29.84,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,316,1036,41.95,1172,29.67,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,274,1038,41.34,1337,28.45,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,271,1109,41.75,1369,28.64,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,315,1074,41.62,1355,29.9,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,272,1051,41.51,1350,27.71,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,257,1238,44.25,1449,34.11,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,244,1094,41.82,1227,28.66,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,247,1135,40.87,1361,26.74,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,314,1042,41.58,1365,29.12,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,315,1035,41.79,1166,29.38,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,237,1083,42.16,1371,27.34,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,272,1218,41.42,1354,29.17,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,275,1100,41.44,1353,27.79,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,280,1157,41.32,1370,28.14,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,314,1225,42.29,1351,30.15,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,292,1271,43.14,1394,32.93,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,307,1093,42.36,1383,29.82,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,307,1099,42.29,1213,30.45,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,277,1242,41.35,1469,28.69,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,311,1242,41.92,1358,29.04,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,246,1227,41.31,1348,28.29,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,274,1257,40.97,1354,25.88,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,312,1031,41.75,1201,29.41,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,241,1137,40.67,1371,28.07,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,279,1314,41.81,1377,26.51,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,279,1057,41.39,1379,29.1,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,279,1148,41.59,1362,25.84,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,276,1083,42.44,1373,28.29,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,244,1080,41.2,1289,27.32,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,312,1029,42.29,1392,29.53,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,248,1144,40.77,1343,24.64,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,278,1141,41.57,1361,25.94,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,311,1149,41.99,1370,29.31,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,276,1096,41.82,1233,28.37,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,275,1099,41.95,1362,29.4,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,279,1090,41.48,1339,29.13,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,278,1135,41.58,1365,29.11,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,280,1139,41.61,1340,26.34,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,314,1055,42.19,1260,29.85,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,244,1260,40.84,1345,27.64,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,316,1180,41.63,1365,29.5,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,274,1087,40.78,1337,25.84,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,308,1108,41.99,1357,30.06,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,306,1286,42.03,1421,29.88,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,309,1148,41.89,1373,29.76,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,314,1150,42.02,1360,29.59,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,285,1026,41.72,1335,26.55,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,277,1133,41.25,1353,28.81,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,311,1138,41.08,1369,28.81,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,289,1262,43.03,1398,31.78,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,303,1022,41.9,1305,28.96,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,273,1084,41.84,1352,27.48,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,274,1130,41.02,1377,28.3,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,276,1184,42.48,1354,24.82,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,276,1057,41.03,1389,25.85,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,313,1130,42.3,1372,29.6,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,245,1125,40.88,1350,22.43,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,275,1035,41.13,1352,28.96,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,306,1203,42.16,1377,29.3,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,312,1039,41.51,1366,29.82,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,305,1115,42.06,1201,29.27,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,313,1066,41.62,1377,29.23,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,311,1028,41.38,1441,29.05,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,279,1140,41.54,1268,28.33,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,307,1214,41.57,1352,28.94,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,273,1138,41.33,1348,29.28,udp,0,0
